DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.112821	11	2	3	1	3	2	1	0	15	0	0	2.6094	0	0
DL	0.112821	11	2	3	1	3	5	1	0	15	0	0	3.54588	0	0
DL	0.112875	11	2	3	4	3	2	2	0	15	0	0	7.61662	0	0
DL	0.112875	11	2	3	4	3	5	2	0	15	0	0	17.2824	0	0
DL	0.112911	11	2	3	7	2	2	3	0	9	0	0	3.41418	0	0
DL	0.112929	11	2	3	7	3	5	4	0	15	0	0	-2.77455	0	2.39932e-10
DL	0.112946	11	2	3	9	2	2	4	0	9	0	0	6.94568	0	0
DL	0.112982	11	2	3	1	12	3	4	0	70	0	0	-6.02432	0	0.00451772
DL	0.112982	11	2	3	10	3	5	5	0	15	0	0	0.478617	0	0
DL	0.112982	11	2	3	11	2	2	5	0	9	0	0	-1.20399	0	1.02276e-06
DL	0.113071	11	3	0	1	3	5	1	0	15	0	0	3.55478	0	0
DL	0.113071	11	3	0	1	3	2	3	0	15	0	0	3.3625	0	0
DL	0.113125	11	3	0	4	3	5	2	0	15	0	0	17.345	0	0
DL	0.113125	11	3	0	4	3	2	4	0	15	0	0	6.97497	0	0
DL	0.113161	11	3	0	7	2	2	5	0	9	0	0	-1.42346	0	8.04216e-06
DL	0.113179	11	3	0	7	3	5	4	0	15	0	0	-2.88122	0	8.03462e-10
DL	0.113196	11	3	0	9	2	2	1	0	9	0	0	4.61224	0	0
DL	0.113232	11	3	0	1	12	3	4	0	70	0	0	-6.02995	0	0.00544262
DL	0.113232	11	3	0	10	3	5	5	0	15	0	0	0.544576	0	0
DL	0.113232	11	3	0	11	2	2	2	0	9	0	0	7.65596	0	0
DL	0.113321	11	3	1	1	3	5	1	0	15	0	0	3.56706	0	0
DL	0.113321	11	3	1	1	3	2	5	0	15	0	0	-1.56323	0	0
DL	0.113375	11	3	1	4	3	5	2	0	15	0	0	17.2151	0	0
DL	0.113375	11	3	1	4	3	2	1	0	15	0	0	2.58998	0	0
DL	0.113411	11	3	1	7	2	2	2	0	9	0	0	7.50257	0	0
DL	0.113429	11	3	1	7	3	5	4	0	15	0	0	-2.85813	0	4.84798e-10
DL	0.113446	11	3	1	9	2	2	3	0	9	0	0	3.29539	0	0
DL	0.113482	11	3	1	1	12	3	4	0	70	0	0	-6.04138	0	0.00588254
DL	0.113482	11	3	1	10	3	5	5	0	15	0	0	0.567557	0	0
DL	0.113482	11	3	1	11	2	2	4	0	9	0	0	6.85819	0	0
DL	0.113571	11	3	2	1	3	5	1	0	98	8	0	4.36676	0	5.4956e-15
DL	0.113571	11	3	2	1	3	2	2	0	167	12	0	7.49871	0	6.05627e-14
DL	0.113625	11	3	2	4	3	5	2	0	447	22	0	17.3282	0	1.43322e-05
DL	0.113625	11	3	2	4	3	2	3	0	98	8	0	3.34648	0	0.00202709
DL	0.113661	11	3	2	7	2	2	4	0	110	12	0	6.76006	0	0.00173786
DL	0.113679	11	3	2	7	3	5	4	0	22	2	0	-2.97901	0	7.14997e-05
DL	0.113696	11	3	2	9	2	2	5	0	26	4	0	-1.10251	0	0.0254328
DL	0.113732	11	3	2	10	3	5	5	0	40	4	0	0.556451	0	1.43726e-10
DL	0.113732	11	3	2	11	2	2	1	0	43	6	0	6.1555	0	0
DL	0.113821	11	3	3	1	3	5	1	0	98	8	0	4.25286	0	1.94289e-14
DL	0.113821	11	3	3	1	3	2	4	0	167	12	0	6.68554	0	7.22618e-06
DL	0.113875	11	3	3	4	3	5	2	0	447	22	0	17.3095	0	3.30072e-05
DL	0.113875	11	3	3	4	3	2	5	0	22	2	0	-1.1736	0	5.55112e-16
DL	0.113911	11	3	3	7	2	2	1	0	64	8	0	2.81022	0	0.667108
DL	0.113929	11	3	3	7	3	5	4	0	22	2	0	-3.09167	0	0.000159712
DL	0.113946	11	3	3	9	2	2	2	0	110	12	0	7.35918	0	1.62645e-06
DL	0.113982	11	3	3	10	3	5	5	0	66	6	0	0.460838	0	0.00886294
DL	0.113982	11	3	3	11	2	2	3	0	64	8	0	3.39634	0	0.000871245
DL	0.114071	11	4	0	1	3	5	1	0	98	8	0	4.39985	0	1.60982e-15
DL	0.114071	11	4	0	1	3	2	1	0	66	6	0	2.82609	0	1.736e-12
DL	0.114125	11	4	0	4	3	5	2	0	447	22	0	17.3285	0	3.70778e-05
DL	0.114125	11	4	0	4	3	2	2	0	167	12	0	7.24864	0	4.36512e-12
DL	0.114161	11	4	0	7	2	2	3	0	64	8	0	3.41571	0	0.000808852
DL	0.114179	11	4	0	7	3	5	4	0	22	2	0	-3.12665	0	0.000183189
DL	0.114196	11	4	0	9	2	2	4	0	110	12	0	6.69934	0	0.00529025
DL	0.114232	11	4	0	10	3	5	5	0	66	6	0	0.344225	0	0.0258064
DL	0.114232	11	4	0	11	2	2	5	0	13	2	0	-1.20172	0	1.14778e-10
DL	0.114321	11	4	1	1	3	5	1	0	98	8	0	4.34924	0	2.44249e-15
DL	0.114321	11	4	1	1	3	2	3	0	98	8	0	3.34473	0	0.00129657
DL	0.114375	11	4	1	4	3	5	2	0	447	22	0	17.208	0	0.00014282
DL	0.114375	11	4	1	4	3	2	4	0	167	12	0	6.61133	0	8.34432e-05
DL	0.114411	11	4	1	7	2	2	5	0	26	4	0	-1.29082	0	0.0397112
DL	0.114429	11	4	1	7	3	5	4	0	22	2	0	-3.34589	0	0.0008868
DL	0.114446	11	4	1	9	2	2	1	0	89	10	0	4.81155	1	0.51073
DL	0.114482	11	4	1	10	3	5	5	0	66	6	0	0.356404	0	0.0204113
DL	0.114482	11	4	1	11	2	2	2	0	110	12	0	7.421	0	8.65845e-07
DL	0.114571	11	4	2	1	3	5	1	0	98	8	0	4.44314	0	4.44089e-16
DL	0.114571	11	4	2	1	3	2	5	0	40	4	0	-1.18392	0	0.00295289
DL	0.114625	11	4	2	4	3	5	2	0	447	22	0	17.0649	0	0.000568648
DL	0.114625	11	4	2	4	3	2	1	0	66	6	0	2.92517	0	1.7597e-14
DL	0.114661	11	4	2	7	2	2	2	0	110	12	0	7.35014	0	1.96451e-06
DL	0.114679	11	4	2	7	3	5	4	0	22	2	0	-3.51089	0	0.0024069
DL	0.114696	11	4	2	9	2	2	3	0	64	8	0	3.31433	0	0.00162819
DL	0.114732	11	4	2	10	3	5	5	0	66	6	0	0.21671	0	0.0374423
DL	0.114732	11	4	2	11	2	2	4	0	110	12	0	6.19339	0	0.0958094
DL	0.114821	11	4	3	1	3	5	1	0	98	8	0	4.64383	0	0
DL	0.114821	11	4	3	1	3	2	2	0	167	12	0	7.36735	0	5.26745e-13
DL	0.114875	11	4	3	4	3	5	2	0	447	22	0	17.1312	0	0.000157267
DL	0.114875	11	4	3	4	3	2	3	0	98	8	0	3.39644	0	0.00104613
DL	0.114911	11	4	3	7	2	2	4	0	110	12	0	6.12667	0	0.136429
DL	0.114929	11	4	3	7	3	5	4	0	22	2	0	-3.70901	0	0.00717479
DL	0.114946	11	4	3	9	2	2	5	0	26	4	0	-1.15601	0	0.0211844
DL	0.114982	11	4	3	10	3	5	5	0	40	4	0	0.164242	0	1.05644e-08
DL	0.114982	11	4	3	11	2	2	1	0	43	6	0	6.21956	0	0
DL	0.115071	11	5	0	1	3	5	1	0	98	8	0	4.65518	0	0
DL	0.115071	11	5	0	1	3	2	4	0	167	12	0	5.99268	0	0.0555706
DL	0.115125	11	5	0	4	3	5	2	0	447	22	0	17.1739	0	5.16027e-05
DL	0.115125	11	5	0	4	3	2	5	0	40	4	0	-1.30534	0	0.00483406
DL	0.115161	11	5	0	7	2	2	1	0	64	8	0	3.16756	0	0.0995839
DL	0.115179	11	5	0	7	3	5	4	0	22	2	0	-3.758	0	0.00883333
DL	0.115196	11	5	0	9	2	2	2	0	110	12	0	7.43388	0	6.61493e-07
DL	0.115232	11	5	0	10	3	5	5	0	40	4	0	0.0573874	0	2.68716e-08
DL	0.115232	11	5	0	11	2	2	3	0	64	8	0	3.28076	0	0.00214958
DL	0.115304	11	5	1	1	2	2	1	0	89	10	1	3.24783	0	2.81164e-12
DL	0.115321	11	5	1	1	3	5	1	0	98	8	0	4.68246	0	0
DL	0.115339	11	5	1	3	2	2	1	0	89	10	2	3.19023	1	0.999821
DL	0.115375	11	5	1	4	3	5	2	0	447	22	0	17.2077	0	2.87817e-05
DL	0.115375	11	5	1	5	2	2	2	0	110	12	0	7.43012	0	5.23134e-07
DL	0.115411	11	5	1	7	2	2	3	0	64	8	0	3.27523	0	0.00219726
DL	0.115429	11	5	1	7	3	5	4	0	22	2	0	-3.87554	0	0.0153029
DL	0.115446	11	5	1	9	2	2	4	0	110	12	0	5.62178	0	0.52419
DL	0.115482	11	5	1	10	3	5	5	0	40	4	0	0.0391948	0	2.57641e-08
DL	0.115482	11	5	1	11	2	2	5	0	26	4	0	-1.33889	0	0.0519848
DL	0.115571	11	5	2	1	3	5	1	0	135	10	0	4.64209	0	0.00359943
DL	0.115571	11	5	2	1	3	2	1	0	135	10	0	3.18734	1	0.999999
DL	0.115625	11	5	2	4	3	5	2	0	447	22	0	17.217	0	2.77913e-05
DL	0.115625	11	5	2	4	3	2	2	0	167	12	0	7.20892	0	8.21927e-11
DL	0.115661	11	5	2	7	2	2	3	0	64	8	0	3.39104	0	0.00112194
DL	0.115679	11	5	2	7	3	5	4	0	22	2	0	-3.99315	1	0.0258394
DL	0.115696	11	5	2	9	2	2	4	0	89	10	0	5.49991	0	0.00459841
DL	0.115732	11	5	2	10	3	5	5	0	40	4	0	0.0588983	0	1.63781e-08
DL	0.115732	11	5	2	11	2	2	5	0	26	4	0	-1.35158	0	0.0527266
DL	0.115821	11	5	3	1	3	5	1	0	135	10	0	4.57914	0	0.00705044
DL	0.115821	11	5	3	1	3	2	3	0	98	8	0	3.41823	0	0.000975767
DL	0.115875	11	5	3	4	3	5	2	0	447	22	0	17.2814	0	1.26593e-05
DL	0.115875	11	5	3	4	3	2	4	0	135	10	0	5.25572	0	0.00524644
DL	0.115911	11	5	3	7	2	2	5	0	26	4	0	-1.44804	0	0.0724568
DL	0.115929	11	5	3	7	3	5	4	0	22	2	0	-4.13696	0	0.0456102
DL	0.115946	11	5	3	9	2	2	1	0	43	6	0	4.84635	0	0
DL	0.115982	11	5	3	10	3	5	5	0	40	4	0	0.00966687	0	2.379e-08
DL	0.115982	11	5	3	11	2	2	2	0	110	12	0	7.25476	0	1.13718e-06
DL	0.116071	11	6	0	1	3	5	1	0	135	10	0	4.46206	0	0.0226501
DL	0.116071	11	6	0	1	3	2	5	0	40	4	0	-1.42415	0	0.0141178
DL	0.116125	11	6	0	4	3	5	2	0	447	22	0	17.3424	0	6.68011e-06
DL	0.116125	11	6	0	4	3	2	1	0	66	6	0	3.22703	0	0
DL	0.116161	11	6	0	7	2	2	2	0	110	12	0	7.13915	0	0.000366637
DL	0.116179	11	6	0	7	3	5	4	0	22	2	0	-4.18483	0	0.0531277
DL	0.116196	11	6	0	9	2	2	3	0	64	8	0	3.47227	0	0.000676294
DL	0.116232	11	6	0	10	3	5	5	0	40	4	0	0.0024192	0	2.08459e-08
DL	0.116232	11	6	0	11	2	2	4	0	89	10	0	5.12793	0	0.19088
DL	0.116321	11	6	1	1	3	2	1	0	135	10	1	3.06192	0	7.65971e-12
DL	0.116339	11	6	1	1	4	5	1	0	181	10	0	4.26813	0	0.0970773
DL	0.116375	11	6	1	4	3	2	1	0	135	10	2	3.08206	1	1
DL	0.116411	11	6	1	5	4	5	2	0	597	22	0	17.2684	0	8.92284e-07
DL	0.116411	11	6	1	7	2	2	2	0	110	12	0	7.3402	0	3.42733e-07
DL	0.116446	11	6	1	9	2	2	3	0	64	8	0	3.44517	0	0.000802796
DL	0.116464	11	6	1	11	1	2	4	0	43	10	0	4.97513	0	0.302817
DL	0.116482	11	6	1	9	4	5	5	0	55	4	0	-0.705108	0	7.93338e-05
DL	0.116482	11	6	1	12	1	2	5	0	11	4	0	-1.41867	0	0.0676586
DL	0.116571	11	6	2	1	3	5	4	0	22	2	1	-4.15421	0	0
DL	0.116571	11	6	2	1	3	2	4	0	135	10	0	4.93548	0	0.203851
DL	0.116625	11	6	2	4	3	5	4	0	22	2	2	-4.19524	0	0.0535338
DL	0.116625	11	6	2	4	3	2	5	0	40	4	0	-1.58276	0	0.0315295
DL	0.116661	11	6	2	7	2	5	1	0	89	10	0	4.34767	0	0.180062
DL	0.116661	11	6	2	7	2	2	1	0	64	8	0	2.97355	0	0.038592
DL	0.116696	11	6	2	9	2	5	2	0	297	22	0	17.1255	0	0.0563637
DL	0.116696	11	6	2	9	2	2	2	0	110	12	0	7.11889	0	0.000248622
DL	0.116732	11	6	2	11	2	5	5	0	26	4	0	-0.76516	0	0.00364713
DL	0.116732	11	6	2	11	2	2	3	0	64	8	0	3.51588	0	0.000487732
DL	0.116821	11	6	3	1	3	2	1	0	66	6	0	2.91039	0	0
DL	0.116839	11	6	3	1	4	5	1	0	132	8	0	4.3734	0	0
DL	0.116875	11	6	3	4	3	2	2	0	167	12	0	7.05901	0	3.77845e-08
DL	0.116911	11	6	3	5	4	5	2	0	597	22	0	17.1527	0	1.77432e-05
DL	0.116911	11	6	3	7	2	2	3	0	64	8	0	3.62558	0	0.000238418
DL	0.116946	11	6	3	9	2	2	4	0	64	8	0	4.8169	0	2.85558e-08
DL	0.116982	11	6	3	9	4	5	5	0	55	4	0	-0.79097	0	0.000155261
DL	0.116982	11	6	3	11	2	2	5	0	26	4	0	-1.39063	0	0.06547
DL	0.117071	11	7	0	1	3	2	3	0	98	8	0	3.74541	0	5.06791e-05
DL	0.117089	11	7	0	1	4	5	1	0	132	8	0	4.38505	0	0
DL	0.117125	11	7	0	4	3	2	4	0	98	8	0	4.72865	0	9.38264e-08
DL	0.117161	11	7	0	5	4	5	2	0	597	22	0	17.1465	0	2.20667e-05
DL	0.117161	11	7	0	7	2	2	5	0	26	4	0	-1.31825	0	0.0520144
DL	0.117196	11	7	0	9	2	2	1	0	43	6	0	2.74265	0	9.13126e-05
DL	0.117232	11	7	0	9	4	5	5	0	55	4	0	-0.766525	0	0.000127962
DL	0.117232	11	7	0	11	2	2	2	0	110	12	0	7.09161	0	0.000145078
DL	0.117321	11	7	1	1	3	2	5	0	22	2	0	-1.53775	0	6.37546e-13
DL	0.117339	11	7	1	1	4	5	1	0	132	8	0	4.22591	0	0
DL	0.117375	11	7	1	4	3	2	1	0	66	6	0	3.94712	0	0
DL	0.117411	11	7	1	5	4	5	2	0	597	22	0	17.1873	0	1.00405e-05
DL	0.117411	11	7	1	7	2	2	2	0	110	12	0	7.08606	0	0.000119537
DL	0.117446	11	7	1	9	2	2	3	0	64	8	0	3.92262	0	6.1683e-06
DL	0.117482	11	7	1	9	4	5	5	0	55	4	0	-0.734472	0	0.000103614
DL	0.117482	11	7	1	11	2	2	4	0	64	8	0	4.42179	0	1.30067e-07
DL	0.117571	11	7	2	1	3	2	2	0	167	12	0	6.95527	0	3.24025e-08
DL	0.117589	11	7	2	1	4	5	1	0	132	8	0	4.13458	0	0
DL	0.117625	11	7	2	4	3	2	3	0	98	8	0	3.93816	0	5.28265e-06
DL	0.117661	11	7	2	5	4	5	2	0	597	22	0	17.3519	0	7.13679e-07
DL	0.117661	11	7	2	7	2	2	4	0	64	8	0	4.2516	0	3.23363e-07
DL	0.117696	11	7	2	9	2	2	5	0	26	4	0	-1.51206	0	0.104261
DL	0.117732	11	7	2	9	4	5	5	0	55	4	0	-0.725709	0	0.000105693
DL	0.117732	11	7	2	11	2	2	1	0	43	6	0	5.69028	0	0
DL	0.117821	11	7	3	1	3	2	4	0	98	8	0	4.13843	0	2.37201e-07
DL	0.117839	11	7	3	1	4	5	1	0	132	8	0	4.01939	0	0
DL	0.117875	11	7	3	4	3	2	5	0	40	4	0	-1.52712	0	0.030865
DL	0.117911	11	7	3	5	4	5	2	0	597	22	0	17.3029	0	1.95333e-06
DL	0.117911	11	7	3	7	2	2	1	0	43	6	0	5.62433	0	0
DL	0.117946	11	7	3	9	2	2	2	0	110	12	0	6.90563	0	0.00094784
DL	0.117982	11	7	3	9	4	5	5	0	55	4	0	-0.814173	0	0.000233824
DL	0.117982	11	7	3	11	2	2	3	0	64	8	0	3.98054	0	3.59749e-06
DL	0.118071	11	8	0	1	3	2	1	0	98	8	0	2.33763	1	0.277932
DL	0.118089	11	8	0	1	4	5	1	0	132	8	0	3.94	0	0
DL	0.118125	11	8	0	4	3	2	2	0	167	12	0	7.02538	0	2.03604e-09
DL	0.118161	11	8	0	5	4	5	2	0	597	22	0	17.2922	0	4.32477e-06
DL	0.118161	11	8	0	7	2	2	3	0	64	8	0	3.98246	0	3.31375e-06
DL	0.118196	11	8	0	9	2	2	4	0	64	8	0	3.85398	0	1.50858e-07
DL	0.118232	11	8	0	9	4	5	5	0	55	4	0	-0.813845	0	0.000264348
DL	0.118232	11	8	0	11	2	2	5	0	13	2	0	-1.26124	0	7.6895e-10
DL	0.118321	11	8	1	1	3	2	3	0	98	8	0	3.95298	0	3.96429e-06
DL	0.118339	11	8	1	1	4	5	1	0	132	8	0	3.95269	0	0
DL	0.118375	11	8	1	4	3	2	4	0	98	8	0	3.83092	0	3.95492e-08
DL	0.118411	11	8	1	5	4	5	2	0	597	22	0	17.2996	0	9.82866e-06
DL	0.118411	11	8	1	7	2	2	5	0	13	2	0	-1.18678	0	3.24585e-10
DL	0.118446	11	8	1	9	2	2	1	0	89	10	0	2.00008	1	1
DL	0.118482	11	8	1	9	4	5	5	0	55	4	0	-0.946309	0	0.00077972
DL	0.118482	11	8	1	11	2	2	2	0	110	12	0	7.00145	0	0.000232708
DL	0.118571	11	8	2	1	3	2	5	0	22	2	0	-1.27019	0	1.249e-14
DL	0.118589	11	8	2	1	4	5	1	0	132	8	0	3.95401	0	0
DL	0.118625	11	8	2	4	3	2	1	0	135	10	0	3.43402	1	0.999352
DL	0.118661	11	8	2	5	4	5	2	0	597	22	0	17.1724	0	0.000373849
DL	0.118661	11	8	2	7	2	2	2	0	110	12	0	6.88878	0	0.000417931
DL	0.118696	11	8	2	9	2	2	3	0	64	8	0	4.04905	0	1.64876e-06
DL	0.118732	11	8	2	9	4	5	5	0	55	4	0	-0.902078	0	0.000621977
DL	0.118732	11	8	2	11	2	2	4	0	64	8	0	3.8062	0	1.66298e-08
DL	0.118821	11	8	3	1	3	2	1	0	98	8	1	1.89158	0	0
DL	0.118839	11	8	3	1	4	5	1	0	132	8	0	3.91335	0	5.55112e-17
DL	0.118875	11	8	3	4	3	2	1	0	98	8	2	1.94704	1	0.560449
DL	0.118911	11	8	3	5	4	5	2	0	597	22	0	17.1035	0	0.00286255
DL	0.118911	11	8	3	7	2	2	2	0	110	12	0	6.99022	0	0.000138396
DL	0.118946	11	8	3	9	2	2	3	0	64	8	0	3.88618	0	4.97979e-06
DL	0.118964	11	8	3	11	1	2	4	0	30	8	0	3.92027	0	6.41888e-05
DL	0.118982	11	8	3	9	4	5	5	0	55	4	0	-1.16458	0	0.00398228
DL	0.118982	11	8	3	12	1	2	5	0	11	4	0	-1.1221	0	0.0329807
DL	0.119071	11	9	0	1	3	2	4	0	98	8	0	3.93521	0	2.56353e-10
DL	0.119089	11	9	0	1	4	5	1	0	132	8	0	3.96982	0	5.55112e-17
DL	0.119125	11	9	0	4	3	2	5	0	40	4	0	-1.19433	0	0.00657267
DL	0.119161	11	9	0	5	4	5	2	0	597	22	0	17.2445	0	0.00247868
DL	0.119161	11	9	0	7	2	2	1	0	43	6	0	5.41324	0	0
DL	0.119196	11	9	0	9	2	2	2	0	110	12	0	6.96003	0	0.000121308
DL	0.119232	11	9	0	9	4	5	5	0	55	4	0	-1.23741	0	0.00629776
DL	0.119232	11	9	0	11	2	2	3	0	64	8	0	4.07605	0	9.97782e-07
DL	0.119304	11	9	1	1	2	2	1	0	89	10	1	1.87257	0	0.038749
DL	0.119339	11	9	1	1	4	5	1	0	132	8	0	3.97905	0	2.77556e-16
DL	0.119339	11	9	1	3	2	2	1	0	89	10	2	1.85932	1	1
DL	0.119393	11	9	1	5	3	2	1	0	135	10	1	1.82652	0	3.3569e-09
DL	0.119411	11	9	1	5	4	5	2	0	505	20	0	17.25	0	0
DL	0.119446	11	9	1	8	3	2	1	0	135	10	2	1.74574	1	1
DL	0.119464	11	9	1	11	1	2	2	0	53	12	0	7.11777	0	2.06566e-05
DL	0.119482	11	9	1	9	4	5	5	0	55	4	0	0.0789778	0	1.03152e-07
DL	0.119482	11	9	1	12	1	2	3	0	30	8	0	4.02289	0	0.00243844
DL	0.119571	11	9	2	1	3	2	4	0	98	8	0	3.99974	0	5.55398e-11
DL	0.119589	11	9	2	1	4	5	1	0	132	8	0	4.04544	0	5.55112e-17
DL	0.119625	11	9	2	4	3	2	5	0	40	4	0	-1.31679	0	0.0117985
DL	0.119661	11	9	2	5	4	5	2	0	505	20	0	17.2796	0	0
DL	0.119661	11	9	2	7	2	2	1	0	43	6	0	5.47838	0	0
DL	0.119696	11	9	2	9	2	2	2	0	110	12	0	7.01473	0	0.000163831
DL	0.119732	11	9	2	9	4	5	5	0	55	4	0	-1.23025	0	0.00726195
DL	0.119732	11	9	2	11	2	2	3	0	64	8	0	4.00358	0	1.3037e-06
DL	0.119821	11	9	3	1	3	2	1	0	135	10	0	1.59457	1	1
DL	0.119839	11	9	3	1	4	5	1	0	132	8	0	4.06728	0	2.22045e-16
DL	0.119875	11	9	3	4	3	2	2	0	167	12	0	6.99885	0	9.18351e-09
DL	0.119911	11	9	3	5	4	5	2	0	505	20	0	17.3057	0	0
DL	0.119911	11	9	3	7	2	2	3	0	64	8	0	3.99883	0	1.23956e-06
DL	0.119946	11	9	3	9	2	2	4	0	64	8	0	4.28397	0	2.95354e-11
DL	0.119982	11	9	3	9	4	5	5	0	55	4	0	-1.23416	0	0.00836369
DL	0.119982	11	9	3	11	2	2	5	0	26	4	0	-1.09497	0	0.0251584
DL	0.120071	12	0	0	1	3	2	3	0	98	8	0	4.05978	0	6.9984e-07
DL	0.120089	12	0	0	1	4	5	1	0	132	8	0	3.98328	0	1.12299e-13
DL	0.120125	12	0	0	4	3	2	4	0	98	8	0	4.44409	0	1.69434e-11
DL	0.120161	12	0	0	5	4	5	2	0	505	20	0	17.2797	0	0
DL	0.120161	12	0	0	7	2	2	5	0	26	4	0	-1.16686	0	0.0314516
DL	0.120196	12	0	0	9	2	2	1	0	43	6	0	1.45843	0	0.00367298
DL	0.120232	12	0	0	9	4	5	5	0	55	4	0	-1.15451	0	0.00566727
DL	0.120232	12	0	0	11	2	2	2	0	110	12	0	7.0203	0	7.7107e-05
DL	0.120321	12	0	1	1	3	2	5	0	40	4	0	-1.21921	0	0.00545562
DL	0.120339	12	0	1	1	4	5	1	0	132	8	0	3.96256	0	5.3707e-13
DL	0.120375	12	0	1	4	3	2	1	0	135	10	0	3.16706	0	8.83549e-08
DL	0.120411	12	0	1	5	4	5	2	0	505	20	0	17.2002	0	0
DL	0.120411	12	0	1	7	2	2	2	0	110	12	0	7.03849	0	5.05926e-05
DL	0.120446	12	0	1	9	2	2	3	0	64	8	0	3.99644	0	8.90228e-07
DL	0.120482	12	0	1	9	4	5	5	0	55	4	0	-1.26401	0	0.0103974
DL	0.120482	12	0	1	11	2	2	4	0	64	8	0	4.85978	0	4.43839e-12
DL	0.120571	12	0	2	1	3	2	1	0	135	10	1	1.43118	1	0.103776
DL	0.120589	12	0	2	1	4	5	1	0	132	8	0	3.81144	0	1.32917e-11
DL	0.120625	12	0	2	4	3	2	1	0	135	10	2	1.37468	0	7.43849e-15
DL	0.120661	12	0	2	5	4	5	2	0	505	20	0	17.2613	0	0
DL	0.120661	12	0	2	7	2	2	2	0	110	12	0	7.01175	0	0.000846459
DL	0.120696	12	0	2	9	2	2	3	0	64	8	0	3.99794	0	7.35917e-07
DL	0.120714	12	0	2	11	1	2	4	0	30	8	0	4.91025	0	1.78202e-05
DL	0.120732	12	0	2	9	4	5	5	0	55	4	0	-1.13919	0	0.00562341
DL	0.120732	12	0	2	12	1	2	5	0	11	4	0	-1.23367	0	0.0338892
DL	0.120821	12	0	3	1	3	2	4	0	98	8	0	4.97418	0	2.05432e-11
DL	0.120839	12	0	3	1	4	5	1	0	132	8	0	3.91894	0	1.38156e-12
DL	0.120875	12	0	3	4	3	2	5	0	40	4	0	-1.30234	0	0.0066676
DL	0.120911	12	0	3	5	4	5	2	0	505	20	0	17.2409	0	0
DL	0.120911	12	0	3	7	2	2	1	0	43	6	0	5.2622	0	0
DL	0.120946	12	0	3	9	2	2	2	0	110	12	0	6.89135	0	0.00171105
DL	0.120982	12	0	3	9	4	5	5	0	55	4	0	-1.22659	0	0.00955651
DL	0.120982	12	0	3	11	2	2	3	0	64	8	0	4.10798	0	2.41592e-07
DL	0.121071	12	1	0	1	3	2	1	0	98	8	0	1.122	1	0.992648
DL	0.121089	12	1	0	1	4	5	1	0	132	8	0	3.91433	0	3.52951e-12
DL	0.121125	12	1	0	4	3	2	2	0	167	12	0	7.00466	0	1.7875e-07
DL	0.121161	12	1	0	5	4	5	2	0	505	20	0	17.2547	0	0
DL	0.121161	12	1	0	7	2	2	3	0	64	8	0	4.13447	0	1.69818e-07
DL	0.121196	12	1	0	9	2	2	4	0	64	8	0	5.30317	0	2.2124e-12
DL	0.121232	12	1	0	9	4	5	5	0	55	4	0	-1.33662	0	0.0171418
DL	0.121232	12	1	0	11	2	2	5	0	26	4	0	-1.2452	0	0.030762
DL	0.121321	12	1	1	1	3	2	1	0	135	10	3	1.04822	1	1
DL	0.121339	12	1	1	1	4	5	1	0	132	8	0	3.71381	0	8.34328e-11
DL	0.121357	12	1	1	4	2	2	3	0	64	8	0	4.11189	0	1.73344e-07
DL	0.121393	12	1	1	6	2	2	4	0	64	8	0	5.48095	0	8.894e-13
DL	0.121411	12	1	1	5	4	5	2	0	505	20	0	17.2423	0	0
DL	0.121429	12	1	1	8	2	2	5	0	26	4	0	-1.39312	0	0.0501233
DL	0.121464	12	1	1	10	2	2	2	0	110	12	0	7.26868	0	7.29172e-06
DL	0.121482	12	1	1	9	4	5	5	0	55	4	0	-0.0215982	0	3.83984e-07
DL	0.121571	12	1	2	1	3	2	3	0	98	8	0	4.14976	0	1.09406e-07
DL	0.121589	12	1	2	1	4	5	1	0	132	8	0	3.72326	0	1.09942e-10
DL	0.121625	12	1	2	4	3	2	4	0	98	8	0	5.59693	0	1.14242e-13
DL	0.121661	12	1	2	5	4	5	2	0	505	20	0	17.2987	0	0
DL	0.121661	12	1	2	7	2	2	5	0	26	4	0	-1.2499	0	0.02702
DL	0.121696	12	1	2	9	2	2	1	0	89	10	0	1.10996	1	1
DL	0.121732	12	1	2	9	4	5	5	0	55	4	0	-1.55699	0	0.0461796
DL	0.121732	12	1	2	11	2	2	2	0	110	12	0	7.25896	0	1.12402e-06
DL	0.121821	12	1	3	1	3	2	1	0	98	8	1	1.16374	0	0
DL	0.121839	12	1	3	1	4	5	1	0	132	8	0	3.67258	0	2.25725e-10
DL	0.121875	12	1	3	4	3	2	1	0	98	8	2	1.2077	1	0.999105
DL	0.121911	12	1	3	5	4	5	2	0	597	22	0	17.2879	0	4.65005e-06
DL	0.121911	12	1	3	7	2	2	5	0	26	4	0	-1.31184	0	0.0322152
DL	0.121946	12	1	3	9	2	2	2	0	110	12	0	7.12257	0	2.54501e-05
DL	0.121964	12	1	3	11	1	2	3	0	30	8	0	4.14654	0	0.000689129
DL	0.121982	12	1	3	9	4	5	5	0	55	4	0	-1.60403	0	0.0573958
DL	0.121982	12	1	3	12	1	2	4	0	43	10	0	6.0523	0	2.39617e-06
DL	0.122071	12	2	0	1	3	2	3	0	98	8	0	4.17821	0	5.88915e-08
