DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	1.00416	100	4	0	5	4	2	13	0	89	6	2	-2.06121	1	0.999964
DL	1.0042	100	4	0	9	2	2	15	0	13	2	0	-2.72254	0	0.00093629
DL	1.00423	100	4	0	1	12	3	7	0	98	2	0	-3.63111	0	1.7068e-11
DL	1.00423	100	4	0	7	6	5	2	0	440	14	0	8.81588	0	1.85785e-12
DL	1.00423	100	4	0	11	2	2	4	0	110	12	0	6.66568	0	6.75674e-05
DL	1.00437	100	4	1	1	6	5	10	0	135	6	0	4.3293	0	0
DL	1.00437	100	4	1	1	6	2	13	0	47	2	0	-1.98503	0	8.43769e-15
DL	1.00448	100	4	1	1	12	3	7	0	98	2	0	-3.61022	0	9.87316e-12
DL	1.00448	100	4	1	7	6	5	2	0	440	14	0	8.73054	0	2.48678e-11
DL	1.00448	100	4	1	7	6	2	4	0	338	12	0	6.67246	0	0
DL	1.00459	100	4	2	1	4	2	13	0	30	2	0	-1.92342	0	0.00555419
DL	1.00462	100	4	2	1	6	5	10	0	135	6	0	4.65294	0	0
DL	1.00466	100	4	2	5	4	2	15	0	30	2	0	-3.34168	0	0.002165
DL	1.00473	100	4	2	1	12	3	7	0	98	2	0	-3.44977	0	9.48686e-14
DL	1.00473	100	4	2	7	6	5	2	0	440	14	0	8.7757	0	1.60622e-11
DL	1.00473	100	4	2	9	4	2	4	0	224	12	0	6.79679	0	3.57339e-11
DL	1.00484	100	4	3	1	4	2	13	0	30	2	1	-1.8395	0	3.20881e-10
DL	1.00487	100	4	3	1	6	5	10	0	135	6	0	4.73528	0	0
DL	1.00491	100	4	3	5	4	2	13	0	30	2	2	-1.78749	0	1.35983e-10
DL	1.00495	100	4	3	9	2	2	15	0	13	2	0	-2.72227	0	0.000872691
DL	1.00498	100	4	3	1	12	3	7	0	98	2	0	-3.38465	0	1.12688e-14
DL	1.00498	100	4	3	7	6	5	2	0	440	14	0	8.82703	0	1.0044e-11
DL	1.00498	100	4	3	11	2	2	4	0	110	12	0	6.61033	0	4.49077e-05
DL	1.00509	100	5	0	1	4	2	13	0	30	2	0	-1.7454	0	0.00334158
DL	1.00512	100	5	0	1	6	5	10	0	135	6	0	4.88287	0	0
DL	1.00516	100	5	0	5	4	2	15	0	30	2	0	-3.24351	0	0.000924129
DL	1.00523	100	5	0	1	12	3	7	0	98	2	0	-3.47426	0	1.21458e-13
DL	1.00523	100	5	0	7	6	5	2	0	440	14	0	8.76097	0	6.40111e-11
DL	1.00523	100	5	0	9	4	2	4	0	224	12	0	6.5838	0	5.38029e-10
DL	1.00534	100	5	1	1	4	2	13	0	30	2	0	-1.72676	0	3.19099e-11
DL	1.00537	100	5	1	1	6	5	10	0	135	6	0	5.03885	0	0
DL	1.00541	100	5	1	5	4	2	15	0	30	2	0	-3.23586	0	0.000778912
DL	1.00548	100	5	1	1	12	3	7	0	98	2	0	-3.46401	0	8.2101e-14
DL	1.00548	100	5	1	7	6	5	2	0	440	14	0	8.64504	0	7.42219e-10
DL	1.00548	100	5	1	9	4	2	4	0	224	12	0	6.70151	0	1.76155e-11
DL	1.00559	100	5	2	1	4	2	13	0	30	2	0	-1.73216	0	2.54004e-11
DL	1.00562	100	5	2	1	6	5	10	0	135	6	0	5.11665	0	0
DL	1.00566	100	5	2	5	4	2	15	0	30	2	0	-3.28079	0	0.000952793
DL	1.00573	100	5	2	1	12	3	7	0	98	2	0	-3.34048	0	1.22125e-15
DL	1.00573	100	5	2	7	6	5	2	0	440	14	0	8.69075	0	5.06676e-10
DL	1.00573	100	5	2	9	4	2	4	0	224	12	0	6.74667	0	2.31537e-12
DL	1.00584	100	5	3	1	4	2	13	0	30	2	0	-1.88248	0	1.79575e-10
DL	1.00587	100	5	3	1	6	5	10	0	200	8	0	5.30733	0	4.34211e-07
DL	1.00591	100	5	3	5	4	2	15	0	30	2	0	-3.27814	1	1
DL	1.00598	100	5	3	1	12	3	7	0	98	2	0	-3.38725	0	3.94129e-15
DL	1.00598	100	5	3	7	6	5	2	0	440	14	0	8.63151	0	1.7331e-09
DL	1.00598	100	5	3	9	4	2	4	0	224	12	0	6.70565	0	1.63564e-12
DL	1.00609	100	6	0	1	4	2	13	0	30	2	0	-1.87433	0	1.15441e-10
DL	1.00612	100	6	0	1	6	5	10	0	200	8	0	5.49605	0	3.53165e-08
DL	1.00616	100	6	0	5	4	2	15	0	30	2	0	-3.16311	0	0.000299911
DL	1.00623	100	6	0	1	12	3	7	0	98	2	0	-3.47218	0	4.55747e-14
DL	1.00623	100	6	0	7	6	5	2	0	440	14	0	8.55818	0	6.75574e-09
DL	1.00623	100	6	0	9	4	2	4	0	224	12	0	6.61674	0	1.35002e-10
DL	1.00634	100	6	1	1	4	2	13	0	30	2	0	-1.84463	0	5.1793e-11
DL	1.00637	100	6	1	1	6	5	10	0	200	8	0	5.59747	0	5.65465e-09
DL	1.00641	100	6	1	5	4	2	15	0	30	2	0	-3.09783	0	0.000138905
DL	1.00648	100	6	1	1	12	3	7	0	98	2	0	-3.52241	0	1.81855e-13
DL	1.00648	100	6	1	7	6	5	2	0	440	14	0	8.5696	0	6.2656e-09
DL	1.00648	100	6	1	9	4	2	4	0	224	12	0	6.64432	0	8.17003e-10
DL	1.00659	100	6	2	1	4	2	13	0	30	2	0	-1.86027	0	4.93415e-11
DL	1.00662	100	6	2	1	6	5	10	0	200	8	0	5.68705	0	1.94898e-09
DL	1.00666	100	6	2	5	4	2	15	0	30	2	0	-3.00521	0	5.41802e-05
DL	1.00673	100	6	2	1	12	3	7	0	98	2	0	-3.35108	0	8.88178e-16
DL	1.00673	100	6	2	7	6	5	2	0	440	14	0	8.46376	0	3.52526e-08
DL	1.00673	100	6	2	9	4	2	4	0	224	12	0	6.53981	0	3.4424e-09
DL	1.00684	100	6	3	1	4	2	15	0	30	2	1	-4.17336	1	1
DL	1.00687	100	6	3	1	6	5	10	0	200	8	0	5.88236	0	3.10876e-11
DL	1.00691	100	6	3	5	4	2	15	0	30	2	2	-4.21489	1	1
DL	1.00695	100	6	3	9	2	2	13	0	13	2	0	1.31828	0	0
DL	1.00698	100	6	3	1	12	3	7	0	98	2	0	-3.39959	0	3.33067e-15
DL	1.00698	100	6	3	7	6	5	2	0	440	14	0	8.416	0	3.62536e-06
DL	1.00698	100	6	3	11	2	2	4	0	110	12	0	6.46793	0	0.000136926
DL	1.00709	100	7	0	1	4	2	13	0	30	2	0	-1.70503	0	1.90453e-12
DL	1.00712	100	7	0	1	6	5	10	0	200	8	0	6.12007	0	8.15459e-13
DL	1.00716	100	7	0	5	4	2	15	0	30	2	0	-3.12172	0	0.000101484
DL	1.00723	100	7	0	1	12	3	7	0	98	2	0	-3.36835	0	1.11022e-15
DL	1.00723	100	7	0	7	6	5	2	0	440	14	0	8.38896	0	6.13702e-06
DL	1.00723	100	7	0	9	4	2	4	0	224	12	0	6.41703	0	1.17527e-08
DL	1.00734	100	7	1	1	4	2	13	0	30	2	0	-1.65604	0	5.63993e-13
DL	1.00737	100	7	1	1	6	5	10	0	200	8	0	6.09176	0	2.71394e-13
DL	1.00741	100	7	1	5	4	2	15	0	30	2	0	-3.10478	0	7.68429e-05
DL	1.00748	100	7	1	1	12	3	7	0	98	2	0	-3.50139	0	7.7105e-14
DL	1.00748	100	7	1	7	6	5	2	0	440	14	0	8.43568	0	3.87233e-06
DL	1.00748	100	7	1	9	4	2	4	0	224	12	0	6.62977	0	5.0812e-11
DL	1.00759	100	7	2	1	4	2	15	0	30	2	3	-4.21433	1	1
DL	1.00762	100	7	2	1	6	5	10	0	274	10	0	6.14995	0	1.32673e-05
DL	1.00766	100	7	2	5	4	2	13	0	89	6	0	0.994211	0	2.31761e-05
DL	1.00773	100	7	2	1	12	3	7	0	98	2	0	-3.35962	0	9.99201e-16
DL	1.00773	100	7	2	7	6	5	2	0	440	14	0	8.42926	0	4.43295e-06
DL	1.00773	100	7	2	9	4	2	4	0	224	12	0	6.47474	0	1.21538e-09
DL	1.00784	100	7	3	1	4	2	13	0	30	2	0	-1.70338	0	6.1412e-13
DL	1.00787	100	7	3	1	6	5	10	0	274	10	0	6.20081	0	6.52416e-06
DL	1.00791	100	7	3	5	4	2	15	0	30	2	0	-2.98621	0	1.72138e-05
DL	1.00798	100	7	3	1	12	3	7	0	98	2	0	-3.17307	0	0
DL	1.00798	100	7	3	7	6	5	2	0	440	14	0	8.44897	0	3.15011e-06
DL	1.00798	100	7	3	9	4	2	4	0	224	12	0	6.48413	0	6.96316e-10
DL	1.00809	100	8	0	1	4	2	13	0	30	2	0	-1.6679	0	2.19269e-13
DL	1.00812	100	8	0	1	6	5	10	0	274	10	0	6.2525	0	2.76442e-06
DL	1.00816	100	8	0	5	4	2	15	0	30	2	0	-2.93197	0	8.96681e-06
DL	1.00823	100	8	0	1	12	3	7	0	98	2	0	-3.21848	0	0
DL	1.00823	100	8	0	7	6	5	2	0	440	14	0	8.58541	0	4.37184e-07
DL	1.00823	100	8	0	9	4	2	4	0	224	12	0	6.46042	0	1.01923e-09
DL	1.00834	100	8	1	1	4	2	15	0	30	2	1	-3.86294	0	0.0136172
DL	1.00837	100	8	1	1	6	5	10	0	274	10	0	6.23312	0	5.59779e-05
DL	1.00841	100	8	1	5	4	2	15	0	30	2	2	-3.78764	0	0.00947857
DL	1.00845	100	8	1	9	2	2	13	0	43	6	0	1.3711	0	0.000258348
DL	1.00848	100	8	1	1	12	3	7	0	98	2	0	-3.23122	0	5.55112e-17
DL	1.00848	100	8	1	7	6	5	2	0	440	14	0	8.61362	0	2.29691e-07
DL	1.00848	100	8	1	11	2	2	4	0	110	12	0	6.50315	0	3.48549e-05
DL	1.00859	100	8	2	1	4	2	13	0	30	2	0	-1.69793	0	1.803e-13
DL	1.00862	100	8	2	1	6	5	10	0	274	10	0	6.18183	0	0.000970213
DL	1.00866	100	8	2	5	4	2	15	0	30	2	0	-2.57253	0	1.20586e-07
DL	1.00873	100	8	2	1	12	3	7	0	98	2	0	-3.47316	0	1.69587e-13
DL	1.00873	100	8	2	7	6	5	2	0	440	14	0	8.62928	0	1.57667e-07
DL	1.00873	100	8	2	9	4	2	4	0	224	12	0	6.37359	0	7.23628e-09
DL	1.00884	100	8	3	1	4	2	13	0	55	4	0	-1.81038	0	0.0328395
DL	1.00887	100	8	3	1	6	5	10	0	274	10	0	5.89461	0	0.0113833
DL	1.00891	100	8	3	5	4	2	15	0	30	2	0	-2.47946	0	3.34162e-08
DL	1.00898	100	8	3	1	12	3	7	0	98	2	0	-3.61297	0	1.34283e-11
DL	1.00898	100	8	3	7	6	5	2	0	440	14	0	8.62186	0	1.33638e-07
DL	1.00898	100	8	3	9	4	2	4	0	224	12	0	6.49416	0	6.50531e-10
DL	1.00909	100	9	0	1	4	2	13	0	89	6	0	-1.85967	1	0.996427
DL	1.00912	100	9	0	1	6	5	10	0	274	10	0	5.72212	0	0.0378003
DL	1.00916	100	9	0	5	4	2	15	0	30	2	0	-2.39397	0	9.8644e-09
DL	1.00923	100	9	0	1	12	3	7	0	98	2	0	-3.59812	0	1.58528e-11
DL	1.00923	100	9	0	7	6	5	2	0	440	14	0	8.70313	0	2.60348e-08
DL	1.00923	100	9	0	9	4	2	4	0	224	12	0	6.58264	0	1.14758e-10
DL	1.00934	100	9	1	1	4	2	13	0	55	4	0	-1.84374	0	0.0325647
DL	1.00937	100	9	1	1	6	5	10	0	274	10	0	5.58568	0	0.091437
DL	1.00941	100	9	1	5	4	2	15	0	30	2	0	-2.22112	0	7.80118e-10
DL	1.00948	100	9	1	1	12	3	7	0	98	2	0	-3.46554	0	8.97116e-13
DL	1.00948	100	9	1	7	6	5	2	0	440	14	0	8.64436	0	4.63753e-08
DL	1.00948	100	9	1	9	4	2	4	0	224	12	0	6.64625	0	4.034e-11
DL	1.00959	100	9	2	1	4	2	13	0	30	2	0	-1.76825	0	1.7869e-13
DL	1.00962	100	9	2	1	6	5	10	0	274	10	0	5.23081	1	0.570866
DL	1.00966	100	9	2	5	4	2	15	0	30	2	0	-2.06113	0	7.19422e-11
DL	1.00973	100	9	2	1	12	3	7	0	98	2	0	-3.67038	0	3.37783e-10
DL	1.00973	100	9	2	7	6	5	2	0	440	14	0	8.75107	0	5.11814e-09
DL	1.00973	100	9	2	9	4	2	4	0	224	12	0	6.56172	0	5.53064e-10
DL	1.00984	100	9	3	1	4	2	13	0	89	6	1	-1.78615	0	9.38138e-15
DL	1.00987	100	9	3	1	6	5	10	0	200	8	0	4.93863	0	3.78598e-05
DL	1.00991	100	9	3	5	4	2	13	0	89	6	2	-1.78834	1	0.991581
DL	1.00995	100	9	3	9	2	2	15	0	13	2	0	-1.47691	0	2.20107e-10
DL	1.00998	100	9	3	1	12	3	7	0	98	2	0	-3.7476	0	3.87184e-09
DL	1.00998	100	9	3	7	6	5	2	0	440	14	0	8.74989	0	3.41301e-09
DL	1.00998	100	9	3	11	2	2	4	0	110	12	0	6.48781	0	0.000126364
DL	1.01009	101	0	0	1	4	2	13	0	30	2	0	-1.7525	0	8.23785e-14
DL	1.01012	101	0	0	1	6	5	10	0	200	8	0	4.7579	0	0.000123059
DL	1.01016	101	0	0	5	4	2	15	0	30	2	0	-1.9201	0	7.79593e-12
DL	1.01023	101	0	0	1	12	3	7	0	98	2	0	-3.9585	0	4.50982e-07
DL	1.01023	101	0	0	7	6	5	2	0	440	14	0	8.67902	0	4.05091e-07
DL	1.01023	101	0	0	9	4	2	4	0	224	12	0	6.54863	0	2.83477e-09
DL	1.01034	101	0	1	1	4	2	13	0	55	4	0	-1.87036	0	0.0283381
DL	1.01037	101	0	1	1	6	5	10	0	274	10	1	4.3597	0	0
DL	1.01041	101	0	1	5	4	2	15	0	30	2	0	-1.99861	0	3.64999e-11
DL	1.01048	101	0	1	1	12	3	7	0	98	2	0	-3.86089	0	1.60157e-07
DL	1.01048	101	0	1	7	6	5	10	0	274	10	2	4.27164	1	0.999076
DL	1.01048	101	0	1	9	4	2	4	0	224	12	0	6.51868	0	1.19888e-08
DL	1.01059	101	0	2	1	4	2	13	0	55	4	0	-1.79137	0	0.0172062
DL	1.01062	101	0	2	1	6	5	10	0	200	8	0	3.93607	0	0.0350166
DL	1.01066	101	0	2	5	4	2	15	0	55	4	0	-1.93674	0	0.0655203
DL	1.01073	101	0	2	1	12	3	7	0	98	2	0	-3.87879	0	3.83102e-07
DL	1.01073	101	0	2	7	6	5	2	0	440	14	0	8.69583	0	1.19209e-07
DL	1.01073	101	0	2	9	4	2	4	0	224	12	0	6.51546	0	2.63046e-08
DL	1.01084	101	0	3	1	4	2	13	0	55	4	0	0.455494	0	2.83384e-13
DL	1.01087	101	0	3	1	6	5	10	0	135	6	0	3.73841	0	0
DL	1.01091	101	0	3	5	4	2	15	0	30	2	0	-1.77884	0	1.48731e-12
DL	1.01098	101	0	3	7	6	5	2	0	440	14	0	8.79775	0	1.19951e-08
DL	1.01098	101	0	3	9	4	2	4	0	224	12	0	6.5089	0	3.14396e-09
DL	1.01109	101	1	0	1	4	2	13	0	30	2	0	-1.81258	0	8.9595e-14
DL	1.01112	101	1	0	1	6	5	10	0	135	6	0	3.4486	0	0
DL	1.01116	101	1	0	5	4	2	15	0	30	2	0	-1.88825	0	1.37468e-11
DL	1.01123	101	1	0	1	12	3	7	0	98	2	0	-3.96946	0	5.69913e-06
DL	1.01123	101	1	0	7	6	5	2	0	440	14	0	8.87118	0	1.80543e-09
DL	1.01123	101	1	0	9	4	2	4	0	224	12	0	6.53177	0	4.96011e-09
DL	1.01134	101	1	1	1	4	2	13	0	55	4	0	0.254258	0	3.44741e-12
DL	1.01137	101	1	1	1	6	5	10	0	135	6	1	3.04163	0	0
DL	1.01141	101	1	1	5	4	2	15	0	30	2	0	-1.71004	0	9.64451e-13
DL	1.01148	101	1	1	7	6	5	10	0	135	6	2	2.80769	0	0
DL	1.01148	101	1	1	9	4	2	4	0	224	12	0	6.7811	0	6.11438e-11
DL	1.01159	101	1	2	1	4	2	13	0	89	6	0	0.221901	0	0.000812796
DL	1.01162	101	1	2	1	6	5	10	0	135	6	0	2.43712	0	0
DL	1.01166	101	1	2	5	4	2	15	0	30	2	0	-1.61967	0	2.85549e-13
DL	1.01173	101	1	2	7	6	5	2	0	440	14	0	9.02775	0	3.07798e-09
DL	1.01173	101	1	2	9	4	2	4	0	224	12	0	6.72148	0	6.5896e-10
DL	1.01184	101	1	3	1	4	2	13	0	55	4	0	0.0834907	0	2.19486e-11
DL	1.01187	101	1	3	1	6	5	10	0	135	6	0	2.3274	0	0
DL	1.01191	101	1	3	5	4	2	15	0	30	2	0	-1.48803	0	4.60187e-14
DL	1.01198	101	1	3	7	6	5	2	0	440	14	0	9.05964	0	1.01181e-11
DL	1.01198	101	1	3	9	4	2	4	0	224	12	0	6.72672	0	1.54263e-09
DL	1.01209	101	2	0	1	4	2	13	0	89	6	0	0.0822824	0	0.00173457
DL	1.01212	101	2	0	1	6	5	10	0	135	6	0	2.00421	0	0
DL	1.01216	101	2	0	5	4	2	15	0	30	2	0	-1.376	0	1.04361e-14
DL	1.01223	101	2	0	7	6	5	2	0	440	14	0	9.11352	0	1.87628e-12
DL	1.01223	101	2	0	9	4	2	4	0	224	12	0	6.6414	0	1.99644e-08
DL	1.01234	101	2	1	1	4	2	13	0	89	6	0	0.0489438	0	0.00379853
DL	1.01237	101	2	1	1	6	5	10	0	135	6	0	1.66092	0	2.33147e-15
DL	1.01241	101	2	1	5	4	2	15	0	55	4	0	-1.27544	0	0.00663221
DL	1.01248	101	2	1	7	6	5	2	0	440	14	0	9.21056	0	4.44089e-16
DL	1.01248	101	2	1	9	4	2	4	0	224	12	0	6.6868	0	8.08012e-10
DL	1.01259	101	2	2	1	4	2	13	0	89	6	0	0.00716452	0	0.0046486
DL	1.01262	101	2	2	1	6	5	10	0	135	6	0	1.61507	0	4.05231e-15
DL	1.01266	101	2	2	5	4	2	15	0	55	4	0	-1.20869	0	0.0056777
DL	1.01273	101	2	2	7	6	5	2	0	440	14	0	9.40571	0	0
DL	1.01273	101	2	2	9	4	2	4	0	224	12	0	6.58949	0	1.45165e-08
DL	1.01284	101	2	3	1	4	2	13	0	89	6	0	-0.0348967	0	0.0056563
DL	1.01287	101	2	3	1	6	5	10	0	135	6	0	1.51866	0	8.99281e-15
DL	1.01291	101	2	3	5	4	2	15	0	55	4	0	-1.17638	0	0.00590152
DL	1.01298	101	2	3	7	6	5	2	0	440	14	0	9.47535	0	0
DL	1.01298	101	2	3	9	4	2	4	0	224	12	0	6.65848	0	9.89344e-09
DL	1.01309	101	3	0	1	4	2	13	0	89	6	0	-0.0813331	0	0.00724166
DL	1.01312	101	3	0	1	6	5	10	0	135	6	0	1.36222	0	3.35287e-14
DL	1.01316	101	3	0	5	4	2	15	0	55	4	0	-1.00951	0	0.00285703
DL	1.01323	101	3	0	7	6	5	2	0	440	14	0	9.38058	0	0
DL	1.01323	101	3	0	9	4	2	4	0	224	12	0	6.59742	0	6.55578e-08
DL	1.01334	101	3	1	1	4	2	13	0	89	6	0	-0.0424607	0	0.00468586
DL	1.01337	101	3	1	1	6	5	10	0	135	6	0	1.21015	0	2.43116e-11
DL	1.01341	101	3	1	5	4	2	15	0	55	4	0	-0.94291	0	0.00246559
DL	1.01348	101	3	1	7	6	5	2	0	440	14	0	9.45135	0	0
DL	1.01348	101	3	1	9	4	2	4	0	224	12	0	6.73305	0	1.29299e-08
DL	1.01359	101	3	2	1	4	2	13	0	89	6	0	-0.183717	0	0.0127326
DL	1.01362	101	3	2	1	6	5	10	0	135	6	0	1.12175	0	2.69512e-10
DL	1.01366	101	3	2	5	4	2	15	0	55	4	0	-0.895898	0	0.00242663
DL	1.01373	101	3	2	7	6	5	2	0	440	14	0	9.58253	0	0
DL	1.01373	101	3	2	9	4	2	4	0	224	12	0	6.70706	0	4.90381e-08
DL	1.01384	101	3	3	1	4	2	13	0	89	6	0	-0.214547	0	0.0146029
DL	1.01387	101	3	3	1	6	5	10	0	135	6	0	1.26967	0	3.54712e-10
DL	1.01391	101	3	3	5	4	2	15	0	55	4	0	-0.810304	0	0.00193548
DL	1.01398	101	3	3	7	6	5	2	0	440	14	0	9.55227	0	0
DL	1.01398	101	3	3	9	4	2	4	0	224	12	0	6.73087	0	6.38206e-08
DL	1.01409	101	4	0	1	4	2	13	0	89	6	0	-0.311092	0	0.0275801
DL	1.01412	101	4	0	1	6	5	10	0	135	6	0	1.24476	0	1.53128e-08
DL	1.01416	101	4	0	5	4	2	15	0	55	4	0	-0.59711	0	0.000702106
DL	1.01423	101	4	0	7	6	5	2	0	440	14	0	9.661	0	0
DL	1.01423	101	4	0	9	4	2	4	0	224	12	0	6.78346	0	5.39495e-08
DL	1.01434	101	4	1	1	4	2	13	0	55	4	0	-0.362191	0	6.93874e-09
DL	1.01437	101	4	1	1	6	5	10	0	135	6	0	1.34847	0	7.12839e-08
DL	1.01441	101	4	1	5	4	2	15	0	55	4	0	-0.708192	0	0.00194047
DL	1.01448	101	4	1	7	6	5	2	0	440	14	0	9.6358	0	0
DL	1.01448	101	4	1	9	4	2	4	0	224	12	0	6.71457	0	3.79615e-07
DL	1.01459	101	4	2	1	4	2	13	0	55	4	0	-0.55457	0	9.18307e-08
DL	1.01462	101	4	2	1	6	5	10	0	135	6	0	1.62164	0	1.58244e-08
DL	1.01466	101	4	2	5	4	2	15	0	55	4	0	-0.611588	0	0.00143298
DL	1.01473	101	4	2	7	6	5	2	0	440	14	0	9.84421	0	0
DL	1.01473	101	4	2	9	4	2	4	0	224	12	0	6.74566	0	4.37551e-07
DL	1.01484	101	4	3	1	4	2	13	0	55	4	0	-0.619524	0	2.07251e-07
DL	1.01487	101	4	3	1	6	5	10	0	135	6	0	1.98902	0	7.78088e-10
DL	1.01491	101	4	3	5	4	2	15	0	55	4	0	-0.567821	0	0.00152643
DL	1.01498	101	4	3	7	6	5	2	0	440	14	0	10.0285	0	0
DL	1.01498	101	4	3	9	4	2	4	0	224	12	0	6.88705	0	8.31016e-08
DL	1.01509	101	5	0	1	4	2	13	0	55	4	0	-0.794782	0	1.84685e-06
DL	1.01512	101	5	0	1	6	5	10	0	135	6	0	2.25468	0	1.11028e-10
DL	1.01516	101	5	0	5	4	2	15	0	55	4	0	-0.601899	0	0.00251144
DL	1.01523	101	5	0	7	6	5	2	0	440	14	0	9.93974	0	0
DL	1.01523	101	5	0	9	4	2	4	0	224	12	0	7.05782	0	8.42691e-09
DL	1.01534	101	5	1	1	4	2	13	0	55	4	0	-0.895431	0	5.88327e-06
DL	1.01537	101	5	1	1	6	5	10	0	135	6	0	2.34798	0	3.75035e-10
DL	1.01541	101	5	1	5	4	2	15	0	55	4	0	-0.626668	0	0.0037693
DL	1.01548	101	5	1	7	6	5	2	0	440	14	0	9.90119	0	0
DL	1.01548	101	5	1	9	4	2	4	0	224	12	0	6.89691	0	3.1847e-07
DL	1.01559	101	5	2	1	4	2	13	0	55	4	0	-1.03133	0	2.55854e-05
DL	1.01562	101	5	2	1	6	5	10	0	135	6	0	2.47988	0	3.78451e-10
DL	1.01566	101	5	2	5	4	2	15	0	55	4	0	-0.589411	0	0.00401727
DL	1.01573	101	5	2	7	6	5	2	0	440	14	0	9.99914	0	0
DL	1.01573	101	5	2	9	4	2	4	0	224	12	0	6.88826	0	4.73661e-08
DL	1.01584	101	5	3	1	4	2	13	0	55	4	0	-1.14824	0	8.97154e-05
DL	1.01587	101	5	3	1	6	5	10	0	135	6	0	3.01311	0	2.22045e-15
DL	1.01591	101	5	3	5	4	2	15	0	55	4	0	-0.550443	0	0.0012937
DL	1.01598	101	5	3	7	6	5	2	0	440	14	0	10.023	0	0
DL	1.01598	101	5	3	9	4	2	4	0	224	12	0	6.80721	0	4.24366e-07
DL	1.01609	101	6	0	1	4	2	13	0	55	4	0	-1.34561	0	0.000526645
DL	1.01612	101	6	0	1	6	5	10	0	135	6	0	3.34669	0	0
DL	1.01616	101	6	0	5	4	2	15	0	55	4	0	-0.584846	0	0.00207103
DL	1.01623	101	6	0	7	6	5	2	0	440	14	0	9.95057	0	0
DL	1.01623	101	6	0	9	4	2	4	0	224	12	0	6.86817	0	4.09234e-07
DL	1.01634	101	6	1	1	4	2	13	0	55	4	0	-1.37823	0	0.000773898
DL	1.01637	101	6	1	1	6	5	10	0	135	6	0	3.54533	0	0
DL	1.01641	101	6	1	5	4	2	15	0	55	4	0	-0.620424	0	0.00331739
DL	1.01648	101	6	1	7	6	5	2	0	440	14	0	9.9128	0	0
DL	1.01648	101	6	1	9	4	2	4	0	224	12	0	6.85238	0	1.35749e-06
DL	1.01659	101	6	2	1	4	2	13	0	55	4	0	-1.35338	0	0.000731006
DL	1.01662	101	6	2	1	6	5	10	0	135	6	0	3.78691	0	0
DL	1.01666	101	6	2	5	4	2	15	0	55	4	0	-0.404077	0	0.00151033
DL	1.01673	101	6	2	7	6	5	2	0	440	14	0	10.0464	0	0
DL	1.01673	101	6	2	9	4	2	4	0	224	12	0	6.87513	0	2.31408e-06
DL	1.01684	101	6	3	1	4	2	13	0	55	4	0	-1.4042	0	0.00130613
DL	1.01687	101	6	3	1	6	5	10	0	135	6	0	3.9131	0	0
DL	1.01691	101	6	3	5	4	2	15	0	55	4	0	-0.325578	0	0.00131011
DL	1.01698	101	6	3	7	6	5	2	0	440	14	0	10.1638	0	0
DL	1.01698	101	6	3	9	4	2	4	0	224	12	0	6.84607	0	8.76714e-06
DL	1.01709	101	7	0	1	4	2	13	0	55	4	0	-1.43032	0	0.00187263
DL	1.01712	101	7	0	1	6	5	10	0	135	6	0	3.95281	0	0
DL	1.01716	101	7	0	5	4	2	15	0	55	4	0	-0.276091	0	0.00131827
DL	1.01723	101	7	0	7	6	5	2	0	440	14	0	10.2875	0	0
DL	1.01723	101	7	0	9	4	2	4	0	224	12	0	6.72257	0	9.7343e-05
DL	1.01734	101	7	1	1	4	2	13	0	55	4	0	-1.46761	0	0.00292553
DL	1.01737	101	7	1	1	6	5	10	0	135	6	0	4.15294	0	0
DL	1.01741	101	7	1	5	4	2	15	0	55	4	0	-0.35853	0	0.002474
DL	1.01748	101	7	1	7	6	5	2	0	440	14	0	10.247	0	0
DL	1.01748	101	7	1	9	4	2	4	0	224	12	0	6.72622	0	0.000210626
DL	1.01759	101	7	2	1	4	2	13	0	55	4	0	-1.55676	0	0.0063911
DL	1.01762	101	7	2	1	6	5	10	0	135	6	0	4.50487	0	0
DL	1.01766	101	7	2	5	4	2	15	0	55	4	0	-0.433734	0	0.00439583
DL	1.01773	101	7	2	7	6	5	2	0	551	16	0	10.2592	0	1.46877e-07
DL	1.01773	101	7	2	9	4	2	4	0	224	12	0	6.6132	0	0.0013882
DL	1.01784	101	7	3	1	4	2	13	0	55	4	0	-1.54522	0	0.00737816
DL	1.01787	101	7	3	1	6	5	10	0	135	6	0	4.51576	0	0
DL	1.01791	101	7	3	5	4	2	15	0	55	4	0	-0.505552	0	0.00704123
DL	1.01798	101	7	3	7	6	5	2	0	551	16	0	10.1544	0	5.49093e-07
DL	1.01798	101	7	3	9	4	2	4	0	224	12	0	6.42435	0	0.0122528
DL	1.01809	101	8	0	1	4	2	13	0	55	4	0	-1.49645	0	0.00685443
DL	1.01812	101	8	0	1	6	5	10	0	135	6	0	4.71492	0	0
DL	1.01816	101	8	0	5	4	2	15	0	55	4	0	-0.429748	0	0.00586177
DL	1.01823	101	8	0	7	6	5	2	0	551	16	0	10.1391	0	0.00129432
DL	1.01823	101	8	0	9	4	2	4	0	224	12	0	6.40795	0	0.0217783
DL	1.01834	101	8	1	1	4	2	13	0	55	4	0	-1.57398	0	0.0132765
DL	1.01837	101	8	1	1	6	5	10	0	135	6	0	4.79992	0	0
