% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	1	1	1	3	5379	7046490	461	603910	0.384475	0.221356	0.00349882	0.673499	1310	0	1310	1310	
0	1	1	2	8	3	1778	2329180	1703	2230930	0.0059011	0.00596489	0.000990483	0.0320798	1310	0	1310	1310	
0	1	1	3	12	3	3279	4295490	357	467670	0.376782	0.352714	0.00222155	0.781997	1310	0	1310	1310	
0	1	1	4	4	3	1778	2329180	121	158510	0.455205	0.255036	0.00748832	0.81397	1310	0	1310	1310	
0	1	1	5	3	3	5462	7155220	586	768493	0.0951959	0.0825071	0.0034945	0.386494	1311.42	34.4109	1310	2143	
0	1	1	6	7	3	3267	4279770	233	305230	0.548041	0.28101	0.00349342	0.774993	1310	0	1310	1310	
0	1	1	7	2	3	2697	3533070	640	838400	0.390418	0.127003	0.00349234	0.565492	1310	0	1310	1310	
0	1	1	8	10	3	1778	2329180	1279	1675490	0.0574623	0.0578079	0.00349126	0.250491	1310	0	1310	1310	
0	1	1	9	5	3	1778	2329180	255	334050	0.469007	0.231456	0.00432221	0.758215	1310	0	1310	1310	
0	1	1	10	9	3	3887	5091970	746	977260	0.0882694	0.120701	0.00241041	0.356989	1310	0	1310	1310	
0	1	1	11	11	3	2267	2969770	1003	1313930	0.220665	0.0493082	0.00348802	0.381988	1310	0	1310	1310	
0	1	1	12	6	3	4006	5247860	787	1030970	0.326181	0.175608	0.00231897	0.579487	1310	0	1310	1310	
